"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25118","checkoutFlow","Checkout Test Suite","2026-05-19","passed","2026-05-19","com.lando.tests.CheckoutTest","Checkout Test on Samsung Galaxy S21","com.lando.tests.CheckoutTest","checkoutFlow"
"","28593","checkoutFlow","Checkout Test Suite","2026-05-19","passed","2026-05-19","com.lando.tests.CheckoutTest","Checkout Test on Samsung Galaxy S24 Ultra","com.lando.tests.CheckoutTest","checkoutFlow"
